iter	Passed	Remaining
1662	54185	76146
1663	54217	76112
1664	54245	76073
1665	54280	76044
1666	54304	76000
1667	54328	75955
1668	54353	75912
1669	54383	75876
1670	54410	75835
1671	54435	75792
1672	54465	75757
1673	54490	75713
1674	54513	75668
1675	54541	75629
1676	54576	75599
1677	54605	75562
1678	54631	75520
1679	54655	75476
1680	54683	75437
1681	54710	75397
1682	54746	75369
1683	54779	75337
1684	54809	75301
1685	54833	75257
1686	54869	75229
1687	54894	75186
1688	54920	75146
1689	54945	75103
1690	54974	75065
1691	55008	75035
1692	55031	74989
1693	55059	74951
1694	55087	74912
1695	55113	74871
1696	55140	74831
1697	55165	74789
1698	55187	74742
1699	55212	74699
1700	55237	74656
1701	55267	74620
1702	55291	74577
1703	55317	74535
1704	55341	74492
1705	55374	74460
1706	55401	74420
1707	55436	74391
1708	55464	74353
1709	55488	74308
1710	55513	74267
1711	55535	74219
1712	55586	74212
1713	55615	74176
1714	55638	74130
1715	55666	74092
1716	55689	74047
1717	55722	74016
1718	55748	73974
1719	55780	73941
1720	55807	73902
1721	55841	73871
1722	55866	73829
1723	55899	73797
1724	55935	73769
1725	55966	73736
1726	55997	73700
1727	56019	73654
1728	56047	73617
1729	56073	73575
1730	56101	73537
1731	56133	73504
1732	56154	73458
1733	56178	73414
1734	56206	73376
1735	56230	73332
1736	56271	73311
1737	56316	73295
1738	56346	73260
1739	56380	73230
1740	56409	73192
1741	56437	73154
1742	56467	73120
1743	56493	73078
1744	56520	73039
1745	56551	73004
1746	56580	72967
1747	56605	72926
1748	56635	72891
1749	56662	72851
1750	56684	72806
1751	56709	72763
1752	56731	72718
1753	56765	72688
1754	56788	72644
1755	56820	72611
1756	56844	72567
1757	56875	72534
1758	56901	72493
1759	56926	72452
1760	56953	72412
1761	56983	72377
1762	57004	72331
1763	57029	72288
1764	57054	72247
1765	57083	72210
1766	57110	72172
1767	57143	72140
1768	57167	72098
1769	57191	72054
1770	57220	72017
1771	57253	71987
1772	57275	71942
1773	57304	71905
1774	57327	71861
1775	57354	71821
1776	57377	71778
1777	57405	71740
1778	57438	71709
1779	57469	71674
1780	57494	71634
1781	57523	71598
1782	57554	71564
1783	57601	71549
1784	57623	71505
1785	57650	71466
1786	57676	71426
1787	57700	71382
1788	57724	71341
1789	57753	71304
1790	57803	71294
1791	57836	71263
1792	57861	71221
1793	57889	71183
1794	57913	71141
1795	57939	71101
1796	57963	71059
1797	57995	71027
1798	58025	70991
1799	58052	70953
1800	58076	70911
1801	58121	70893
1802	58151	70859
1803	58192	70837
1804	58221	70801
1805	58248	70762
1806	58271	70719
1807	58303	70686
1808	58326	70643
1809	58357	70609
1810	58383	70569
1811	58416	70538
1812	58440	70496
1813	58471	70461
1814	58499	70424
1815	58521	70380
1816	58547	70340
1817	58579	70308
1818	58604	70267
1819	58641	70240
1820	58678	70214
1821	58716	70189
1822	58757	70167
1823	58787	70132
1824	58815	70095
1825	58845	70060
1826	58874	70024
1827	58907	69993
1828	58942	69963
1829	58970	69927
1830	59009	69902
1831	59059	69891
1832	59093	69861
1833	59117	69818
1834	59141	69776
1835	59168	69739
1836	59196	69701
1837	59238	69680
1838	59272	69650
1839	59296	69609
1840	59323	69570
1841	59351	69532
1842	59385	69503
1843	59410	69462
1844	59440	69427
1845	59471	69394
1846	59503	69361
1847	59543	69338
1848	59572	69302
1849	59601	69266
1850	59627	69227
1851	59653	69187
1852	59700	69172
1853	59725	69132
1854	59763	69106
1855	59806	69086
1856	59879	69101
1857	59911	69069
1858	59945	69039
1859	59983	69013
1860	60006	68970
1861	60032	68931
1862	60057	68890
1863	60088	68857
1864	60112	68815
1865	60138	68775
1866	60162	68733
1867	60189	68696
1868	60224	68666
1869	60247	68624
1870	60270	68581
1871	60293	68539
1872	60315	68495
1873	60349	68464
1874	60379	68430
1875	60403	68389
1876	60429	68349
1877	60455	68309
1878	60482	68271
1879	60505	68229
1880	60527	68185
1881	60553	68146
1882	60585	68114
1883	60613	68077
1884	60635	68034
1885	60658	67991
1886	60687	67955
1887	60710	67913
1888	60743	67882
1889	60784	67859
1890	60808	67818
1891	60832	67777
1892	60860	67740
1893	60890	67706
1894	60915	67666
1895	60945	67631
1896	60978	67600
1897	61021	67580
1898	61048	67542
1899	61083	67513
1900	61110	67475
1901	61136	67436
1902	61161	67396
1903	61191	67361
1904	61214	67320
1905	61237	67277
1906	61260	67235
1907	61289	67200
1908	61313	67159
1909	61345	67127
1910	61371	67088
1911	61395	67047
1912	61419	67005
1913	61442	66963
1914	61474	66932
1915	61499	66891
1916	61523	66850
1917	61547	66809
1918	61577	66775
1919	61601	66735
1920	61628	66697
1921	61651	66655
1922	61674	66613
1923	61698	66572
1924	61722	66531
1925	61747	66492
1926	61776	66457
1927	61801	66417
1928	61830	66381
1929	61861	66348
1930	61890	66313
1931	61914	66272
1932	61937	66230
1933	61958	66187
1934	61980	66144
1935	62004	66104
1936	62032	66067
1937	62058	66028
1938	62084	65990
1939	62108	65950
1940	62135	65912
1941	62160	65873
1942	62187	65835
1943	62213	65798
1944	62237	65757
1945	62267	65722
1946	62293	65684
1947	62322	65649
1948	62343	65606
1949	62368	65566
1950	62389	65523
1951	62412	65481
1952	62434	65439
1953	62460	65401
1954	62482	65358
1955	62504	65316
1956	62527	65275
1957	62551	65235
1958	62574	65193
1959	62599	65154
1960	62628	65119
1961	62650	65077
1962	62673	65036
1963	62698	64996
1964	62722	64956
1965	62750	64921
1966	62774	64880
1967	62800	64843
1968	62822	64801
1969	62848	64762
1970	62875	64725
1971	62907	64694
1972	62930	64652
1973	62957	64615
1974	62978	64573
1975	63000	64530
1976	63026	64493
1977	63052	64455
1978	63082	64420
1979	63115	64390
1980	63137	64348
1981	63161	64308
1982	63184	64267
1983	63206	64226
1984	63235	64191
1985	63261	64153
1986	63297	64125
1987	63322	64087
1988	63355	64056
1989	63382	64019
1990	63407	63981
1991	63437	63947
1992	63459	63905
1993	63484	63866
1994	63510	63828
1995	63532	63787
1996	63557	63748
1997	63588	63716
1998	63612	63675
1999	63639	63639
2000	63663	63600
2001	63686	63559
2002	63715	63525
2003	63740	63485
2004	63762	63444
2005	63788	63407
2006	63812	63367
2007	63838	63329
2008	63862	63290
2009	63887	63251
2010	63909	63210
2011	63931	63169
2012	63955	63129
2013	63979	63089
2014	64000	63048
2015	64026	63010
2016	64047	62968
2017	64088	62945
2018	64116	62910
2019	64152	62882
2020	64182	62848
2021	64209	62812
2022	64236	62776
2023	64261	62737
2024	64291	62703
2025	64317	62666
2026	64338	62624
2027	64363	62586
2028	64393	62552
2029	64422	62518
2030	64454	62486
2031	64476	62445
2032	64498	62404
2033	64526	62368
2034	64566	62345
2035	64590	62306
2036	64614	62267
2037	64639	62228
2038	64662	62188
2039	64691	62154
2040	64716	62116
2041	64739	62075
2042	64765	62038
2043	64787	61998
2044	64817	61964
2045	64846	61930
2046	64876	61897
2047	64907	61864
2048	64942	61836
2049	64980	61811
2050	65012	61779
2051	65039	61742
2052	65067	61707
2053	65097	61674
2054	65121	61635
2055	65149	61600
2056	65185	61572
2057	65224	61548
2058	65262	61521
2059	65291	61487
2060	65325	61458
2061	65357	61426
2062	65387	61394
2063	65471	61411
2064	65527	61402
2065	65566	61377
2066	65602	61349
2067	65630	61313
2068	65659	61280
2069	65710	61266
2070	65779	61269
2071	65829	61254
2072	65880	61240
2073	65915	61211
2074	65963	61195
2075	66008	61175
2076	66043	61146
2077	66077	61116
2078	66113	61089
2079	66153	61064
2080	66186	61034
2081	66218	61002
2082	66246	60967
2083	66274	60931
2084	66302	60896
2085	66335	60865
2086	66367	60834
2087	66399	60802
2088	66437	60776
2089	66466	60741
2090	66496	60709
2091	66526	60675
2092	66554	60639
2093	66585	60607
2094	66617	60576
2095	66651	60546
2096	66683	60514
2097	66720	60487
2098	66754	60457
2099	66783	60423
2100	66816	60392
2101	66844	60357
2102	66876	60325
2103	66912	60297
2104	66947	60268
2105	66976	60233
2106	67007	60201
2107	67032	60163
2108	67056	60124
2109	67084	60090
2110	67111	60053
2111	67138	60018
2112	67167	59983
2113	67216	59966
2114	67241	59928
2115	67272	59896
2116	67301	59862
2117	67331	59828
2118	67360	59794
2119	67386	59757
2120	67416	59724
2121	67452	59696
2122	67492	59671
2123	67526	59642
2124	67549	59602
2125	67573	59563
2126	67601	59528
2127	67637	59500
2128	67666	59466
2129	67692	59429
2130	67726	59399
2131	67753	59363
2132	67777	59325
2133	67804	59289
2134	67830	59252
2135	67858	59217
2136	67890	59185
2137	67923	59154
2138	67945	59114
2139	67973	59079
2140	67997	59041
2141	68031	59011
2142	68066	58982
2143	68092	58945
2144	68119	58909
2145	68147	58874
2146	68175	58840
2147	68201	58803
2148	68231	58770
2149	68258	58734
2150	68280	58694
2151	68308	58658
2152	68337	58625
2153	68362	58587
2154	68385	58547
2155	68406	58507
2156	68437	58474
2157	68470	58444
2158	68512	58421
2159	68552	58396
2160	68579	58361
2161	68610	58328
2162	68642	58296
2163	68675	58266
2164	68709	58236
2165	68742	58205
2166	68773	58173
2167	68800	58137
2168	68834	58107
2169	68864	58074
2170	68906	58051
2171	68939	58021
2172	68968	57986
2173	69001	57956
2174	69042	57932
2175	69098	57920
2176	69152	57907
2177	69194	57884
2178	69234	57859
2179	69276	57836
2180	69311	57807
2181	69345	57777
2182	69380	57748
2183	69412	57716
2184	69437	57679
2185	69475	57652
2186	69512	57624
2187	69544	57593
2188	69581	57565
2189	69620	57540
2190	69655	57511
2191	69689	57481
2192	69727	57454
2193	69763	57426
2194	69802	57399
2195	69839	57372
2196	69875	57344
2197	69911	57315
2198	69945	57286
2199	69981	57257
2200	70024	57234
2201	70057	57204
2202	70093	57175
2203	70136	57153
2204	70181	57131
2205	70225	57110
2206	70263	57083
2207	70300	57055
2208	70344	57033
2209	70393	57015
2210	70433	56989
2211	70478	56968
2212	70512	56938
2213	70547	56909
2214	70580	56878
2215	70619	56852
2216	70662	56829
2217	70696	56799
2218	70727	56767
2219	70765	56739
2220	70806	56715
2221	70847	56690
2222	70892	56669
2223	70931	56642
2224	70970	56617
2225	71019	56598
2226	71061	56574
2227	71098	56546
2228	71142	56524
2229	71175	56493
2230	71210	56464
2231	71248	56437
2232	71283	56407
2233	71324	56382
2234	71365	56357
2235	71403	56331
2236	71437	56300
2237	71479	56276
2238	71518	56250
2239	71556	56222
2240	71598	56199
2241	71642	56176
2242	71677	56146
2243	71711	56116
2244	71761	56098
2245	71799	56071
2246	71846	56051
2247	71894	56031
2248	71939	56010
2249	71977	55982
2250	72028	55965
2251	72070	55941
2252	72112	55916
2253	72155	55893
2254	72193	55866
2255	72234	55841
2256	72278	55818
2257	72317	55791
2258	72365	55771
2259	72406	55746
2260	72447	55721
2261	72488	55695
2262	72532	55673
2263	72570	55645
2264	72604	55615
2265	72658	55599
2266	72712	55584
2267	72771	55573
2268	72814	55549
2269	72859	55527
2270	72896	55498
2271	72932	55469
2272	72966	55439
2273	73005	55412
2274	73042	55383
2275	73074	55351
2276	73106	55319
2277	73142	55290
2278	73178	55261
2279	73216	55233
2280	73252	55204
2281	73297	55181
2282	73340	55158
2283	73367	55121
2284	73400	55090
2285	73437	55062
2286	73478	55036
2287	73510	55004
2288	73538	54968
2289	73580	54944
2290	73615	54914
2291	73649	54883
2292	73687	54855
2293	73725	54828
2294	73761	54798
2295	73796	54769
2296	73838	54744
2297	73879	54718
2298	73920	54692
2299	73951	54660
2300	73987	54630
2301	74020	54598
2302	74058	54570
2303	74091	54539
2304	74123	54506
2305	74163	54480
2306	74194	54447
2307	74224	54414
2308	74265	54388
2309	74304	54361
2310	74339	54331
2311	74375	54301
2312	74409	54270
2313	74448	54243
2314	74484	54214
2315	74518	54183
2316	74557	54156
2317	74593	54127
2318	74617	54089
2319	74642	54051
2320	74681	54024
2321	74722	53998
2322	74763	53972
2323	74798	53942
2324	74838	53915
2325	74874	53886
2326	74910	53857
2327	74942	53824
2328	74981	53797
2329	75020	53770
2330	75063	53745
2331	75102	53718
2332	75140	53690
2333	75183	53665
2334	75223	53638
2335	75258	53608
2336	75298	53582
2337	75336	53553
2338	75371	53523
2339	75408	53494
2340	75446	53466
2341	75483	53437
2342	75515	53405
2343	75541	53368
2344	75565	53331
2345	75593	53295
2346	75625	53263
2347	75669	53239
2348	75716	53217
2349	75759	53192
2350	75793	53161
2351	75830	53133
2352	75862	53100
2353	75891	53065
2354	75929	53037
2355	75971	53012
2356	76001	52978
2357	76027	52941
2358	76056	52907
2359	76083	52871
2360	76108	52834
2361	76134	52797
2362	76163	52763
2363	76194	52730
2364	76220	52693
2365	76244	52655
2366	76270	52619
2367	76301	52585
2368	76324	52547
2369	76350	52510
2370	76380	52477
2371	76404	52439
2372	76428	52401
2373	76453	52364
2374	76481	52329
2375	76507	52292
2376	76541	52262
2377	76565	52224
2378	76591	52187
2379	76617	52151
2380	76640	52112
2381	76666	52076
2382	76689	52038
2383	76715	52001
2384	76739	51963
2385	76763	51926
2386	76786	51888
2387	76809	51849
2388	76831	51810
2389	76854	51772
2390	76883	51738
2391	76907	51700
2392	76934	51664
2393	76956	51625
2394	76984	51591
2395	77008	51553
2396	77031	51515
2397	77055	51477
2398	77081	51440
2399	77104	51402
2400	77130	51366
2401	77155	51329
2402	77178	51291
2403	77213	51261
2404	77246	51230
2405	77280	51199
2406	77313	51167
2407	77344	51134
2408	77369	51098
2409	77395	51061
2410	77426	51029
2411	77449	50990
2412	77472	50952
2413	77498	50916
2414	77524	50880
2415	77547	50842
2416	77571	50805
2417	77596	50768
2418	77622	50732
2419	77648	50695
2420	77670	50657
2421	77693	50619
2422	77720	50583
2423	77746	50547
2424	77772	50512
2425	77797	50475
2426	77823	50439
2427	77847	50402
2428	77873	50365
2429	77902	50332
2430	77925	50294
2431	77952	50258
2432	77976	50221
2433	78000	50184
2434	78032	50152
2435	78066	50121
2436	78089	50083
2437	78117	50048
2438	78141	50011
2439	78165	49974
2440	78191	49938
2441	78216	49902
2442	78239	49864
2443	78266	49829
2444	78290	49792
2445	78317	49756
2446	78351	49725
2447	78388	49697
2448	78415	49661
2449	78441	49626
2450	78468	49590
2451	78494	49555
2452	78520	49519
2453	78546	49483
2454	78572	49447
2455	78596	49410
2456	78623	49375
2457	78650	49340
2458	78676	49304
2459	78700	49267
2460	78733	49236
2461	78762	49202
2462	78789	49167
2463	78816	49132
2464	78844	49097
2465	78867	49060
2466	78890	49022
2467	78914	48986
2468	78941	48950
2469	78969	48916
2470	79002	48885
2471	79026	48847
2472	79049	48810
2473	79076	48775
2474	79104	48740
2475	79135	48708
2476	79163	48674
2477	79190	48638
2478	79215	48602
2479	79244	48569
2480	79269	48532
2481	79314	48508
2482	79362	48486
2483	79424	48473
2484	79455	48440
2485	79492	48411
2486	79527	48381
2487	79563	48352
2488	79595	48320
2489	79622	48284
2490	79655	48253
2491	79695	48226
2492	79726	48193
2493	79758	48161
2494	79805	48139
2495	79835	48105
2496	79872	48077
2497	79899	48042
2498	79929	48008
2499	79963	47978
2500	80020	47960
2501	80059	47933
2502	80104	47908
2503	80150	47885
2504	80185	47855
2505	80218	47823
2506	80253	47793
2507	80292	47765
2508	80325	47734
2509	80352	47699
2510	80386	47668
2511	80424	47640
2512	80459	47609
2513	80492	47578
2514	80527	47547
2515	80565	47519
2516	80599	47488
2517	80628	47455
2518	80667	47426
2519	80705	47398
2520	80738	47366
2521	80774	47337
2522	80800	47301
2523	80836	47271
2524	80867	47239
2525	80907	47212
2526	80950	47186
2527	80984	47155
2528	81018	47124
2529	81052	47093
2530	81093	47066
2531	81135	47040
2532	81175	47012
2533	81213	46984
2534	81251	46956
2535	81292	46929
2536	81328	46899
2537	81365	46870
2538	81400	46840
2539	81445	46815
2540	81480	46785
2541	81515	46754
2542	81551	46724
2543	81586	46694
2544	81620	46663
2545	81651	46630
2546	81693	46603
2547	81731	46575
2548	81769	46546
2549	81808	46518
2550	81841	46487
2551	81875	46455
2552	81909	46425
2553	81942	46393
2554	81982	46365
2555	82019	46336
2556	82053	46305
2557	82091	46276
2558	82126	46246
2559	82155	46212
2560	82181	46176
2561	82211	46143
2562	82252	46116
2563	82289	46087
2564	82325	46057
2565	82366	46030
2566	82402	46000
2567	82434	45968
2568	82475	45941
2569	82511	45911
2570	82548	45881
2571	82577	45848
2572	82608	45815
2573	82642	45784
2574	82680	45755
2575	82726	45730
2576	82767	45703
2577	82808	45676
2578	82846	45647
2579	82882	45617
2580	82919	45588
2581	82953	45556
2582	82986	45525
2583	83024	45496
2584	83068	45470
2585	83098	45437
2586	83146	45414
2587	83186	45386
2588	83231	45360
2589	83274	45334
2590	83316	45308
2591	83364	45284
2592	83402	45255
2593	83440	45226
2594	83478	45197
2595	83511	45165
2596	83550	45137
2597	83585	45106
2598	83621	45076
2599	83656	45046
2600	83695	45017
2601	83730	44986
2602	83759	44952
2603	83797	44923
2604	83830	44892
2605	83869	44863
2606	83908	44834
2607	83943	44804
2608	83971	44769
2609	84003	44737
2610	84043	44709
2611	84077	44678
2612	84110	44646
2613	84160	44623
2614	84196	44593
2615	84239	44566
2616	84265	44531
2617	84317	44510
2618	84356	44481
2619	84394	44451
2620	84436	44424
2621	84469	44393
2622	84507	44364
2623	84546	44335
2624	84581	44304
2625	84617	44274
2626	84659	44247
2627	84693	44216
2628	84736	44189
2629	84777	44161
2630	84819	44134
2631	84856	44104
2632	84894	44075
2633	84930	44045
2634	84968	44015
2635	85008	43987
2636	85048	43959
2637	85084	43929
2638	85118	43897
2639	85155	43868
2640	85190	43837
2641	85230	43808
2642	85264	43777
2643	85298	43745
2644	85339	43718
2645	85374	43687
2646	85410	43657
2647	85442	43624
2648	85477	43593
2649	85516	43564
2650	85552	43534
2651	85586	43503
2652	85625	43474
2653	85670	43448
2654	85702	43416
2655	85742	43387
2656	85777	43357
2657	85813	43326
2658	85840	43291
2659	85872	43259
2660	85907	43228
2661	85946	43199
2662	85987	43171
2663	86023	43141
2664	86060	43111
2665	86099	43081
2666	86144	43056
2667	86186	43028
2668	86228	43000
2669	86257	42967
2670	86288	42934
2671	86328	42905
2672	86362	42874
2673	86391	42840
2674	86430	42811
2675	86478	42786
2676	86512	42755
2677	86559	42730
2678	86598	42701
2679	86642	42674
2680	86685	42647
2681	86718	42615
2682	86755	42585
2683	86789	42554
2684	86831	42526
2685	86864	42494
2686	86906	42466
2687	86940	42435
2688	86964	42399
2689	86992	42364
2690	87027	42333
2691	87064	42303
2692	87103	42274
2693	87140	42243
2694	87179	42214
2695	87213	42183
2696	87240	42148
2697	87279	42119
2698	87315	42088
2699	87361	42062
2700	87399	42033
2701	87438	42004
2702	87467	41970
2703	87505	41940
2704	87538	41908
2705	87574	41877
2706	87615	41849
2707	87650	41818
2708	87687	41788
2709	87729	41760
2710	87758	41726
2711	87807	41702
2712	87850	41674
2713	87887	41644
2714	87925	41614
2715	87960	41583
2716	87995	41552
2717	88028	41520
2718	88060	41488
2719	88087	41452
2720	88122	41421
2721	88156	41390
2722	88191	41358
2723	88227	41328
2724	88263	41297
2725	88297	41266
2726	88335	41235
2727	88368	41204
2728	88401	41171
2729	88439	41142
2730	88470	41109
2731	88510	41080
2732	88558	41055
2733	88596	41025
2734	88644	41000
2735	88682	40970
2736	88719	40939
2737	88746	40905
2738	88785	40875
2739	88825	40846
2740	88859	40815
2741	88889	40781
2742	88926	40751
2743	88962	40720
2744	88997	40689
2745	89038	40660
2746	89075	40630
2747	89113	40600
2748	89147	40568
2749	89175	40534
2750	89203	40499
2751	89240	40469
2752	89276	40438
2753	89314	40408
2754	89346	40376
2755	89388	40348
2756	89425	40317
2757	89467	40289
2758	89500	40257
2759	89542	40229
2760	89579	40199
2761	89611	40166
2762	89649	40136
2763	89695	40109
2764	89735	40080
2765	89769	40048
2766	89811	40020
2767	89846	39989
2768	89883	39959
2769	89927	39931
2770	89964	39901
2771	90000	39870
2772	90035	39839
2773	90068	39806
2774	90101	39774
2775	90136	39743
2776	90175	39713
2777	90215	39684
2778	90251	39653
2779	90276	39617
2780	90310	39585
2781	90345	39554
2782	90378	39522
2783	90414	39491
2784	90445	39458
2785	90485	39428
2786	90521	39398
2787	90559	39367
2788	90586	39333
2789	90624	39302
2790	90657	39270
2791	90700	39243
2792	90746	39216
2793	90783	39185
2794	90824	39156
2795	90857	39124
2796	90885	39090
2797	90921	39059
2798	90965	39031
2799	91002	39000
2800	91046	38973
2801	91084	38943
2802	91128	38915
2803	91164	38884
2804	91201	38854
2805	91241	38824
2806	91282	38795
2807	91324	38767
2808	91387	38747
2809	91430	38719
2810	91468	38689
2811	91504	38658
2812	91543	38628
2813	91581	38598
2814	91614	38565
2815	91658	38538
2816	91695	38507
2817	91735	38478
2818	91770	38446
2819	91810	38417
2820	91847	38386
2821	91885	38356
2822	91920	38324
2823	91956	38293
2824	91994	38263
2825	92033	38233
2826	92065	38200
2827	92093	38166
2828	92130	38135
2829	92166	38103
2830	92203	38073
2831	92242	38043
2832	92276	38011
2833	92301	37975
2834	92337	37944
2835	92372	37913
2836	92412	37883
2837	92454	37854
2838	92494	37825
2839	92526	37792
2840	92560	37760
2841	92592	37727
2842	92624	37694
2843	92659	37663
2844	92695	37632
2845	92734	37602
2846	92766	37569
2847	92799	37536
2848	92836	37505
2849	92871	37474
2850	92906	37442
2851	92944	37412
2852	92980	37381
2853	93017	37350
2854	93059	37321
2855	93102	37293
2856	93141	37263
2857	93167	37227
2858	93199	37194
2859	93232	37162
2860	93267	37130
2861	93301	37098
2862	93340	37068
2863	93379	37038
